,candidato,alias,seguido_Por,siguiendo_A,Antiguedad_años,meses
117,Jhony Garcia,JhonyAlGarcia07,8,179,0,11
118,Óscar García,Oxkar,24,50,9,11
119,Brayan Cueva Cabrera,BrayanCuevaCab1,41,636,0,10
120,Erick Campos Rosario,erick17293,79,1831,8,6
121,Daniel Herán,danenrhervas,5,352,1,3
122,Luis M reynaldo,LuisMreynaldo,57,185,4,3
123,Alvarro,Alvarro72152203,4,363,0,7
124,Gustavo Guerra,GGG_pe,12816,526,7,8
125,Raul Moreno,RaulMor87977108,1,434,0,0
126,oscar matute,elmirrimiau,13,68,0,8
127,Sebastian,Sebasti78722521,4,132,0,0
128,Julianov,Julianovsk,9,126,2,9
129,ricardo alfaro,alfarolen,86,426,8,4
130,Carlos Garcés,carlos_garcs,43,668,5,8
131,Giovana Camones,GiovanaCamones,35,187,2,11
132,Norka Landauro,NlNorka,13,577,4,0
133,Marco Fernandini,MarcoFernandin1,9,77,4,10
134,Cecilia,cecigava,15,185,6,1
135,Felipillo Foster,FelipilloFoster,171,302,2,6
136,Andrea Dávila,AndreaDavila92,2,169,1,0
137,Mano Alzada,manoalzadalima,961,3346,0,7
138,Rosa D ASLADOPEA UK,AsladopeaRosa,639,2676,6,10
139,Carlos Aldave P.,carlosaldave,31,527,6,0
140,Ysa Guardamino,ysabelygg,20,222,2,7
141,pilar puente,pilarpuente1,47,323,6,8
142,Rafo Ñaupari,rnaupariv,110,687,9,3
143,Hans Mendoza,hans_mp28,7,140,3,5
144,Martín José,Marglem_,1219,297,9,3
145,Jose Henry Paz Olivari,olivari12341112,156,2146,2,8
146,Bad Bunny Miau,AlesandroTd,62,18,1,8
147,Orlando G.,Orlando77914978,6,311,0,0
148,Aηgєℓιzα♌,lilli_arita,50,194,8,9
149,Mirssa🌹,MirssaRamirez,163,210,6,9
150,maria,maria45927045,60,0,0,0
151,Claire Lia,Lullaby_bee,526,3037,6,3
152,Danielcurioso,eyesonshadow,33,275,7,7
153,Señor E,eder11111,5,64,5,2
154,Mac Giver Reyes,ElMac1802,50,595,1,3
155,Martin,Martin88364382,1,6,0,0
156,Luis Valdez,LuisVal71556147,59,2210,0,0
157,amanda mayte limas,limas_mayte,13,305,3,7
158,Marcelo Linares,redlinares72,1224,3492,8,6
159,Ro Canales,soyrocanales,11,522,4,9
160,Miguel Palao,mpalaom,3,24,2,0
161,Diego Nicolas,nicolasbarr16,92,479,6,8
162,eduardo T. ramos,EduardoTRamos89,154,1251,2,7
163,Míriam Aguilar,MriamAguilar5,8,495,0,0
164,Ricardo Miranda de Sousa,RicardoMdeSousa,213,263,8,3
165,Yuri Rojas,Yuri1Rojas,16,23,5,4
166,Daojing Vilca Manrique,Daojing29,8,170,0,8
167,Paul F. Flores Escudero,paulffe,113,402,8,6
168,Christian Mendez,ChristianMend17,4,143,1,0
169,Judith Enciso Arias,Crgiomaju,24,67,3,11
170,Alfredo Alonso,Alfredo16907827,0,9,0,0
171,OSCAR CHACON,OCHACON_MERCADO,34,506,7,4
172,Asociación Peruana de Exaportantes a las AFPs,peruana_a,54,533,0,0
173,Denita Sandra,Deny_S4,483,1838,4,9
174,Christhian P.,Christhianps,60,302,7,2
175,Luis Andrés Vásquez ◢ ◤,luisandresv22,397,2564,4,8
176,JackAC,JackAC08129883,7,77,0,0
177,Frases Azules,Martin_Pretell,146,1640,7,6
178,ESTRATEGIA & TACTICA,EstrategiaTact,229,270,2,8
179,gerardoadorador@iyah,gerardoadorado2,10,506,0,3
180,JNish,Janiya73,0,160,7,5
181,Jorge Zavaleta,cuto_014,259,122,6,1
182,Edwardjr,Edwardj84899600,21,770,0,8
183,Flor Hoyos,FlorHoyos2,0,1,0,0
184,Brian Peñaloza Ortega,brianpenalozaor,42,1388,1,9
185,Clínica Dental My Happy Friends,My_HappyFriends,63,279,6,10
186,Ciro Silva Tu Alcalde de Surco,HINCHAS_MARCHAN,24,212,4,11
187,Miguel Cardenas,antonio_88,169,1325,8,11
188,"La Curva, Centro De Rehabilitacion De Adicciones",CurvaCentro,24,613,0,0
189,Cuper,Cuper10547732,0,100,0,5
190,Gloria Branez M.,GloriaBranezM,11,330,2,8
191,nihuva,escornico,4,119,9,1
192,Patrick Contreras,Junior_Patrick,62,259,8,11
193,erika,erimar100,36,834,7,11
194,roger tumialan,rtl261058,12,305,5,3
195,Nube luz,Nubeluz76670486,0,117,0,0
196,Jorge Ventura,jrventura11,587,3861,5,8
197,Alan LazarteHemeryth,lazarte_alan,41,388,6,6
198,Martín de la Cruz,martindela67,56,434,8,0
199,LUIS FARFÁN,LUISFARFN8,1,44,0,4
200,José Davelouis,soymolinero,3,169,1,7
201,Manuel Antonio,avatar00317853,3,51,4,5
202,Allinqhapaq Huayna,QuispeFelix,25,795,6,7
203,Todos Por San Martín,TPSanMartin,24,119,0,0
204,Carmen Rosa Ramos Medina,CarmenR50055689,4,179,1,3
205,Jorge Paredes,jopapa8,21,1190,0,0
206,Nancibel,Nancibel7,17,987,0,0
207,Gianella,Gianell65609472,2,6,0,0
208,Benito Camelo,Dubmasterkush,370,2178,9,4
209,Stephany Gonzales,Stephany161197,5,105,3,10
210,juan jose,Juan_Soria14,12,234,1,11
211,@soldebarucartagena,soldebaru,39,726,0,0
212,Mauricio Lavalle,MauLavalle,21,671,0,6
213,Lu Bu,LuBuPri,25,467,2,5
214,bembe,bembe14854672,186,876,0,2
215,Juan,juanlhm3147,23,345,1,0
216,Thiago Rios,ThiagoRios22,6,42,0,0
217,Armando NEGRI,almanguet,5,104,5,4
218,Antonio Galvez,Antonio21531695,51,1265,0,0
219,Rene Facundo Ramos T,HctorRa47627232,21,419,0,1
220,Jp. Apolo',JpApolo13,47,1170,4,3
221,Victorino,Vitucho74,84,976,9,6
222,Jhonattan Albujar,JhonaAlbujar,41,215,2,10
223,javier espinosa,javiere42882575,14,922,0,1
224,StevenG.,Arnold53899471,1,86,0,2
225,La Muralla,random__wall,65,640,8,6
226,Kike Estela,KikeEstela2,21,605,0,2
227,Alberto,Peru_excelente,55,254,7,3
228,Alexander Paz,MisteriosoPanda,33,335,7,6
229,Darlyn Carbajal Acosta,carbajal_darlyn,185,2688,0,5
230,Cesar menato,MendezAtoche,9,395,0,11
231,....tragaluz ✨,kary_46,197,567,5,5
232,Cecilia Vallejos,cecyvallejos,15,261,7,3
233,José Jaime Montoya Sánchez,JosJaimeMontoy2,7,71,0,1
234,Flor  MG,flormavila,24,180,9,1
235,FELICIANO FRANCIA,FELICIA53686845,4,362,0,8
236,Erick Oscar,erickozcar,159,1216,8,6
237,Pili Perez,maripilixxs,33,149,3,1
238,ch1,ch1charra,69,320,9,3
239,Victor llaque,Victorllweill,15,492,0,0
240,andrea luci,andrealuci4,0,5,0,0
241,Gonzalo Mejia Wall,gmejiaw,4,79,7,4
242,Gabygamarra,Gabygamarra13,5,234,0,8
243,Ricardo Giraldo,R1cardoGiraldo,86,680,5,7
244,Shenni Guzman,Fer9559Shenni,65,198,5,11
245,Pauner Portal 🎙️,PortalPauner,4,229,0,0
246,MCBernedo,BernedoMc,28,402,1,1
247,@Roac_008,Roac008,1,47,0,5
248,@AlertaVecino,AlertaVecino1,66,165,0,2
249,Romel Flores Tuanama,Roflo2903,2,119,0,4
250,eduardo alcantara,edualc111,7,281,1,2
251,Angel Añari Atasi,AngelAnari,8,511,0,2
252,Touring Perú Oficial,touring_oficial,163,66,6,9
253,Alvaro Jara,alvaro1978j,24,212,7,2
254,zuleturismo,zuleturismo1,4,125,0,0
255,Wilder Dextre Leon,WilderDextre,50,157,9,2
256,Jenifer Apéstegui,JeniferApstegu1,7,130,0,9
257,leticia hursand,letty_hursand,14,697,6,11
258,juelz  alexander,juelzalexander,91,501,8,7
259,Zack,KarolZayda,0,40,1,5
260,Ivo Vargas,ivodan,27,479,9,1
261,Oscar Angulo Mendoza,OscarAnguloMen1,1,267,0,1
262,Orlando 2204,2204Orlando,11,403,0,4
263,Johan's Rivera,JohansRiv9,206,1342,6,11
264,Jose,Dream_Be_Do,13,270,3,10
265,Brissa Valles,BrissaValles,55,161,9,1
266,Carlos Matelline,800Carlitos,20,258,4,3
267,FRECIDDE PERÚ 🇵🇪,frecidde,33,290,0,0
268,Ana Maria Garcia,AnamariagGarcia,28,120,8,7
269,yuri retamozo callo,yretamozoc,10,185,3,1
270,Claret Carranza,ClaretCarranza,94,449,8,4
271,Luis Huasasquiche,luchohp,64,402,8,6
272,César Cahuana,CesarRCC95,88,854,3,0
273,Ⓜ,milycaor,110,412,7,5
274,CAROLINA BENDEZU,CaroBendezu,131,228,8,5
275,yoyito,corbacho42,14,434,2,0
276,Juannn,Juannn04124506,10,458,0,0
277,Andres Garcia,agarcia2810,12,31,8,2
278,Óscar Herrera,Oherrera_5586,43,58,7,0
279,Ramiro Gonzales,RamiroMusiPeru,6,39,0,1
280,Sebastian Ygnacio,SebasYgnacio,24,265,1,4
281,Carlos Linares,PsCarlosLinares,113,315,3,11
282,Juanca,juanca1977,18,63,8,4
283,Roxana,RoxanaBautista,126,1146,7,0
284,Marlon Mauricio,MarlonM43782038,20,1178,0,4
285,Fanny Bonifacio,FannyFannyjbr,72,730,5,9
286,Mary Carmen,perseide1302,7,172,2,9
287,alvaro gonzalo,gonzalo18x,6,240,8,11
288,Lilyana RC,Lilyana1401,342,304,8,8
289,Jorge Esquerre,jesquerre77,60,403,7,0
290,Jose Ossio Guiulfo,JoseOssioG,49,799,3,3
291,rolando godofredo,rolandolapa,9,310,3,7
292,Eve,grados_evelyn,57,231,1,2
293,Samy,samyjuarezleon1,5,57,2,5
294,isaac alamo,isaac_alamo,29,215,3,0
295,Gualberto Meza,meza_gualberto,12,255,0,5
296,Milton Perea,MiltonPerea1,3,43,1,7
297,Francisco Daniel,paquislash,99,217,8,9
298,Jefry Contreras,Jefrycr25,10,219,0,7
299,Elviscocho777,Elviscocho7771,0,95,0,1
300,carlos cabrera,carloscj74,17,118,7,6
301,Gloria,Cuadros83Gloria,0,44,3,1
302,Carolina,Carolin40634396,25,265,0,2
303,Eduardo Pacaya,LuisEPR1,128,711,5,11
304,Juan Jose,xJuaNx15,11,342,7,8
305,Sergio Lopez,SergioL52439321,10,511,0,1
306,Iuaya2412@gmai.com,iuaya2412,1,120,0,5
307,Hector Portal,h_portal,540,1006,9,5
308,Natalia Cordoves Canache,Natycordoves,315,1594,6,10
309,Alex,Alex83033882,39,465,0,5
310,Roger Asmat,asmat_roger,8,263,1,1
311,Victor Gonzales,VictorG38404164,0,44,0,0
312,Eduardo Alcalde,Eduardo75854754,7,541,0,1
313,Cecilia Flores,flaquis1642,11,350,1,11
314,"Juan F. S, V",c9efcb20cf90478,1051,4995,3,5
315,Marino Marcelo Chuan,marino2430,54,138,8,6
316,RUTH PORTAL,rmarlenyp,5,16,1,8
317,Louis D.,Lomaez,95,918,8,11
318,cesarantunezdemayolo,CAntunezdemayol,222,348,3,1
319,Alexander GD,hadexander,205,865,7,11
320,New,New17280361,4,260,0,10
321,Maria Rivera,majuca325,103,334,7,5
322,Donliu,RicardoAdl,47,136,7,4
323,Michael Sebastian Ríos Salgado,MichelFrankRos1,8,298,0,0
324,CARLOS AUGUSTO,UNIVERSODIFEREN,19,15,7,5
325,Danilo Agudelo,DaniloAgudelo15,2,61,0,0
326,Javier Rodrigo,rodrigougaz,55,386,9,2
327,Jhonny César,peruvian_player,418,430,8,6
328,Walter H,HermiasWalter,58,922,0,5
329,Giani 🇵🇪,gianilaving,133,707,8,5
330,Chicopucp,Chicopucp2,65,1905,0,4
331,Gunter,Gunterdfc1234,19,762,0,5
332,Renzo Briones,CabezonPensante,25,262,1,5
333,Edwin Cuadros Gordil,EdwinGordil,46,1113,0,10
334,David Solís,sullorqui,109,74,7,8
335,Rolly garcia,rgarcia2016,12,47,7,1
336,julia hurtado,kassandra_jrhh,16,412,8,2
337,Bruno Stefano,brunostefano23,3,351,2,2
338,Jeronimo Centurion,Jeronimooo,1519,349,9,5
339,Johnny_IQ140,Johnny_IQ140,113,585,7,0
340,Edwin Villalobos,EvillalobosAc,28,140,4,1
341,carlos cardenas,sertbuk,272,2562,7,6
342,Critica Libre,Critica_Libre,795,895,6,6
343,💕Mora Rodriguez,LaMoraRodriguez,91,1115,3,7
344,Janet Leiva,JLeivaD,273,1533,8,4
345,Felipe De La Cruz Meneses,FelipeD67031690,107,590,0,3
346,Llelsy,JelsitaL,109,367,8,3
347,Barri0460,Barri04602,7,592,0,1
348,Juan Carlos,JCarlosDlaCruz,40,188,8,0
349,juan blossiers,blomaz,74,742,8,4
350,Pleter Lunasco Ramos,PleterRamos,0,29,0,1
351,Patacala.pe,patacalaperu,30,698,0,1
352,Mateo Ducato,mateo_ducato,30,426,1,4
353,Marco Cotrina,CotrinaMarco,37,874,5,3
354,Gise C.M.,gisepbl_gcm,18,490,4,2
355,Alfredo,AlfreskEsquivel,154,820,0,10
356,Dan Moroboshi,danymoroboshi,36,335,7,2
357,Tessy Madelein,TessyMarcelo,36,102,7,3
358,Brenda Acosta,Blackmagic0407,30,151,1,3
359,Jessvet,Jessvet2,1,35,0,0
360,Vilma,ViliveVilma,22,119,2,1
361,Miguel Angel,risco2979,7,250,3,1
362,mariana claudia,sanbartolovene1,25,364,4,1
363,Randy Barreto,barretorandy1,8,7,4,11
364,Argolla TV,ArgollaTV,242,220,0,8
365,Marco Perez,MarcoPe69319324,6,302,0,1
366,Mayra Calderón,Mayra_Calderon1,244,388,2,9
367,Julio César G. S.,jcgs36,65,773,7,2
368,arnaldo sedamano ,nalosbuffet,4,117,4,2
369,rosmery,rosmery2089,31,999,5,9
370,Richard,Richard39342279,3,109,0,3
371,Elena Cabezudo,ecabezudo9,6,30,4,1
372,claudya21,klaudyta84,3,60,4,6
373,ronald papuicor roca,ronaldpapuico,4,490,3,5
374,jose sedano,jast_cemik,20,178,7,3
375,Dominic Gamboa Galliquio,GalliquioGamboa,48,1468,0,0
376,Lizbeth,Liz_e_e_r,118,1176,9,3
377,Ruben Molina,RUBENTAX,162,359,9,2
378,Manuel Heredia,Manuheredia,138,1311,9,1
379,Renee Q,ReneeQ19,5,103,1,2
380,DANIEL HU,DAKIUR,29,395,8,6
381,Edominguez,Edoming59503143,1,17,0,1
382,Rafael Urrelo,urrelo_rafael,62,735,0,6
383,Myriam Soto,msotomolina,84,874,9,1
384,Mario Campos,MarioMyg1109,39,197,3,11
385,Miguel Sifuentes,migmelg,150,490,8,6
386,Claudia Vasquez,Claudia53732289,0,79,0,1
387,8-|),EYzhab,84,360,7,7
388,Boris Jiraldo G,TUBORISITO,38,427,9,2
389,Jose De La Torre Ugarte Servat,pocho56,111,782,7,3
390,Ivanjsk,Ivanjsk1,5,362,0,3
391,Gaviota,posheca,46,298,7,5
392,Ximena Olivera,eco_lollie,220,853,9,4
393,Lalito,lalorosales10,14,179,4,11
394,Milu,MilusOlivero,0,89,0,8
395,Tita Timana,tita_timana,7,354,0,0
396,Rafael  Cánez,rafaelcanezp,52,244,2,6
397,Pulso en Linea,freelancerperu,40,477,3,4
398,Miguel Zapata Vélez,Miguelzv84,45,725,5,2
399,Andre,thiago_1611,3,276,0,0
400,Gia,1mas,75,875,6,1
401,amaliacafe,ruiz_seminario,64,1075,3,4
402,Jessi Naiomi,JessiNaiomi,21,463,2,7
403,Ricardo Rosas Lezama,ricardorosasl,53,314,9,4
404,Helen Martinez,Modositah,20,84,2,6
405,Gustavo Pajares,PajaresGustavo,26,686,0,1
406,Alberto Wilson,Alberto87378519,0,20,0,1
407,Joseph,Joseph36396187,50,872,0,2
408,Maria Elena,MariaEl39242065,16,274,0,1
409,Eduardo Mori,Barzay,97,483,9,3
410,Armando Muñoz,Armando35236560,38,1607,0,1
411,Fabiola Moreno,Fabiolatuitea,40,134,1,6
412,Juan Carlo Neyra Lama,carlo_neyra,55,1490,0,3
413,cristian sandoval,cristia79260361,17,565,0,5
414,EcuménicoGolden,GoldenPeru2,16,242,0,10
415,ElFumigador,NoAptoPaDebiles,12,433,4,6
416,juan m. del aguila,juanmdelaguila,53,209,6,6
417,Allan Ramos,alexeiramos,12,536,1,0
418,Rosa Cabezudo,RosaCabezudo,33,38,2,2
419,Vladimir Barack,VladimirBarack4,3,44,0,0
420,César A. Díaz Isla,CesarADiazIsla,18,348,2,6
421,kedulsura,kedulsura,432,3812,0,2
422,Any,lidiasanchezll,49,374,1,9
423,karlita takahashi,karlatakahashi1,50,67,7,3
424,Bill Albornoz,BillAlbornoz,3,82,2,1
425,Maricruz Mendoza Kak,KakMendoza,75,1235,1,4
426,Martin Celi Saavedra,paprista9,6,96,2,7
427,liam narnia,LiamNarnia,12,300,0,11
428,Antonio Icochea,Antonio_U20,61,693,1,8
429,Cathy,CathyHurtado,1943,1700,8,5
430,Werner,werner_alianza,8,230,7,5
431,cesar,ctakeuchi1211,40,470,8,8
432,Enzo Mere Urbina,enzomere,160,306,7,7
433,Fabiola Del Pilar,fabiolataipe99,135,314,6,11
434,CARLOS LEVANO,CARLOSLEVANO,25,554,6,8
435,Piero Garcia,PieroGarciaM,150,771,7,10
436,ElDiegoCorp,eldiegosalazard,220,1004,9,0
437,PEDROPABLOY,yrivarren,27,659,8,6
438,Jorge Guillermo Denegri Basurto,DenegriBasurto,1,49,0,2
439,T. Palingenius .·.,Dictum_Factum,490,249,5,5
440,santos solano B,computrabajo201,129,2340,0,9
441,Irwing Ocola Rivera,HIRHUIN,8,135,1,4
442,Luis Gibaja,gibaja_luis,15,481,0,11
443,Daniel Morán,damorher,15,450,6,5
444,Mauri Varroc,MVarroc,9,238,0,1
445,Justo Carbajal,JustoCarbajal,18,150,3,8
446,Anibel,AnaIzqu29402861,2,199,0,8
447,Flavio Calonge,flaviocal,2867,4864,9,9
448,antoni,antoni89067500,6,121,0,3
449,WILLY,Willy28562738,5,368,0,1
450,Fiorella Ibarra,fioreei,79,151,9,2
451,Vanessa Ruberto,vanessaruberto,75,368,2,3
452,UrsulaRmR,UrsulaRmR,25,29,5,0
453,Jesus Abel Alcántara,JesusAbelAlcnt2,3,105,2,4
454,Sasha Chumpitaz 💚,SashaChumpitaz,305,724,8,11
455,IRIS FIGUEROA GUEVAR,englangservices,894,4752,7,1
456,paola murrugarra,paolamurrugarr1,41,409,4,0
457,rossy sanchez,rossysa02836775,1,43,0,3
458,EDUARDOBENDEZU,ebendezu,240,766,8,10
459,Juan Carlos Jaime,JuanCar49682973,7,322,0,1
460,Ruth Gabriela,ruthgye,79,190,7,7
461,Maricrisis,cris0g,82,382,5,8
462,Teddy Daza Alvarado,alvarado_daza,33,322,1,0
463,Jhon Deza,JhonDeza1,8,331,0,3
464,Alexander Orihuela,alexanderori,136,619,8,5
465,mirna,mircluna,27,120,6,2
466,Marina Castañeda,castanedamy,57,820,5,6
467,felipegastonandres,felipegastonan1,2,81,0,1
468,CarmenBuzzio,carbuzzio,81,388,4,6
469,Exitosa Noticias,exitosape,146460,513,4,9
470,renzo,rkoquino,158,2439,8,11
471,RICKYLOARTE,gilbertoloarte,38,671,1,9
472,Manuel Ch.,ManuelC26037399,2,52,0,2
473,Luis Fernández,Luis10274119,6,351,0,1
474,elmer,jefs01julio,7,156,2,5
475,Orlando,Orlando06602851,7,145,0,2
476,Jorge,Jorge40934005,0,58,0,3
477,Roberto Quispe,RobertoJQuispe,5,167,0,10
478,Arturo Pendragon,ArturoPendrag15,9,189,0,1
479,Jesus Quevedo,JesusQu25440140,225,1655,0,2
480,Manuel VC,ManuelV81741588,0,61,0,1
481,Ericka Yaringaño,YaringanoEricka,42,746,0,4
482,Francisco De la Vega,Francis34518260,2,65,0,1
483,Caludio Fajardo,CaludioFajardo,0,71,0,1
484,Piero Bonadona,PieroBonadona,16,168,6,10
485,Giacomo Ugarelli,gugarelli,39,57,7,5
486,Anarquista,C_Anarquista,111,441,2,5
487,Neptalí Santillán Ruiz,Neptali20425727,9,574,0,2
488,Marysol,Marysol27M,16,484,0,1
489,Cesar Ventura,ceventurro,48,364,7,7
490,Resistance,MigueNinahuanca,9,81,0,7
491,armando málaga,malaga_armando,37,461,4,0
492,Escuela del Voto,escuelaDelVoto,0,23,0,1
493,Magnificat Avivamiento Catolico,MagnificatAviva,66,359,0,11
494,Renato Silva,RenatoSilv4,363,1377,5,7
495,Wil,wilsonrisco777,15,334,2,9
496,Christian,eliottack,136,540,6,3
497,Leonardo Ortega Rivas,Leonard35033722,1,10,0,1
498,Tatiana Chilcon Muñoz,MunozChilcon,2,189,0,1
499,Jessica (independiente),analimarlene,44,197,6,2
500,Aldo Facho Dede,Aldo_FD,76,52,1,9
501,Joanna Malasquez,Joame2510,27,138,2,2
502,Favio Cobeñas,CobenasFavio,94,437,0,3
503,Sindicato De Trabajadores Parque de Las Leyendas,sindicato_las,6,80,0,1
504,giselzevallos@hotmail.com,giselzevallos,14,29,0,1
505,FernandaMore,FernandaMoreR,1,158,0,6
506,Cristian Castrejon,cristianuni11,2,206,7,9
507,sergio,stapiahelfer,233,1275,8,3
508,Guillermo,Guiller22832614,9,176,0,1
509,Ulises Muñoz,umc28,26,181,7,2
510,Jhonny Navarro Viera,jjohnnynavarrov,18,400,2,5
511,Percy Abel,Paqaywayqo,35,105,5,3
512,Carlos CANCHUMANYA,CarlosCANCHUMA2,14,286,0,1
513,Andre Merecedes,AndreMerecedes,7,22,0,5
514,José Ruiz Naupari,RuizNaupari,12,53,2,7
515,#CuestiondeVizcarra,chunchays,8,210,4,11
